name,planet_type,detection_method,discovery_year,year_class,mass_jup,rayon_jup,orbital_radius,orbital_period,eccentricity,distance,luminosité
Kepler-62 c,Terrestrial,Transit,2013,2010–2020,0.0126,0.048168,0.0929,0.03394935,0.0,981.0,13.965
Kepler-62 d,Neptune-like,Transit,2013,2010–2020,0.0441,0.17394,0.12,0.049828887,0.0,981.0,13.965
Kepler-62 e,Super Earth,Transit,2013,2010–2020,0.1134,0.14361200000000002,0.427,0.33511293,0.0,981.0,13.965
Kepler-62 f,Super Earth,Transit,2013,2010–2020,0.11025,0.125772,0.718,0.7318275,0.0,981.0,13.965
Kepler-630 b,Neptune-like,Transit,2016,2010–2020,0.03213,0.284,0.5729,0.4421629,0.0,2739.0,14.001
Kepler-631 b,Neptune-like,Transit,2016,2010–2020,0.0275625,0.259,0.1447,0.049281314,0.0,2486.0,13.563
Kepler-632 b,Neptune-like,Transit,2016,2010–2020,0.017387999999999997,0.197132,0.1885,0.08487337,0.0,1138.0,13.442
Kepler-633 b,Super Earth,Transit,2016,2010–2020,0.0103635,0.145396,0.0815,0.023271732,0.0,2220.0,13.812
Kepler-633 c,Neptune-like,Transit,2021,After 2020,0.0185535,0.205,0.1618,0.06516085,0.0,2220.0,13.812
Kepler-634 b,Super Earth,Transit,2016,2010–2020,0.013324500000000001,0.168588,0.0578,0.014236824,0.0,2897.0,13.626
Kepler-635 b,Neptune-like,Transit,2016,2010–2020,0.023499,0.236,0.1764,0.06406571,0.0,3722.0,13.36
Kepler-636 b,Neptune-like,Transit,2016,2010–2020,0.057015,0.397,0.1185,0.044079397,0.0,1012.0,13.906
Kepler-637 b,Neptune-like,Transit,2016,2010–2020,0.06362999999999999,0.424,0.1867,0.06351814,0.0,2564.0,13.5
Kepler-638 b,Super Earth,Transit,2016,2010–2020,0.012631499999999999,0.16323600000000002,0.0632,0.01670089,0.0,3233.0,13.658
Kepler-639 b,Neptune-like,Transit,2016,2010–2020,0.019719,0.212,0.0966,0.027926078,0.0,2773.0,13.358
Kepler-63 b,Gas Giant,Transit,2013,2010–2020,0.378,0.545,0.08,0.025735795,0.45,633.0,12.02
Kepler-640 b,Neptune-like,Transit,2016,2010–2020,0.022302,0.228,0.1566,0.06078029,0.0,1820.0,13.885
Kepler-641 b,Super Earth,Transit,2016,2010–2020,0.012852,0.16502,0.0879,0.026009582,0.0,3164.0,13.807
Kepler-642 b,Neptune-like,Transit,2016,2010–2020,0.0275625,0.259,0.0589,0.012046544,0.0,2550.0,13.335
Kepler-643 b,Gas Giant,Transit,2016,2010–2020,01.01,0.906,0.126,0.044626966,0.37,3469.0,13.988
Kepler-644 b,Neptune-like,Transit,2016,2010–2020,0.031814999999999996,0.281,0.0466,0.008761123,0.0,4299.0,14.031
Kepler-645 b,Neptune-like,Transit,2016,2010–2020,0.015939,0.18732000000000001,0.049,0.009034907,0.0,3828.0,13.944
Kepler-646 b,Super Earth,Transit,2016,2010–2020,0.014553,0.177508,0.1149,0.043531828,0.0,1474.0,14.026
Kepler-647 b,Super Earth,Transit,2016,2010–2020,0.0053865,0.104364,0.1222,0.044353183,0.0,3549.0,14.067
Kepler-647 c,Neptune-like,Transit,2020,2010–2020,0.047564999999999996,0.357,0.1827,0.08131417,0.0,3549.0,14.067
Kepler-648 b,Neptune-like,Transit,2016,2010–2020,0.033075,0.287,0.1341,0.047638603,0.0,2075.0,14.027
Kepler-649 b,Neptune-like,Transit,2016,2010–2020,0.018049500000000003,0.202,0.1805,0.081861734,0.0,1676.0,13.556
Kepler-650 b,Neptune-like,Transit,2016,2010–2020,0.028539000000000002,0.264,0.0421,0.008213553,0.0,2885.0,13.825
Kepler-651 b,Neptune-like,Transit,2016,2010–2020,0.0195615,0.211,0.1409,0.058590006,0.0,1662.0,14.233
Kepler-652 b,Neptune-like,Transit,2016,2010–2020,0.021294,0.222,0.0503,0.011498973,0.0,1287.0,13.618
Kepler-653 b,Super Earth,Transit,2016,2010–2020,0.014049,0.17394,0.1197,0.040246405,0.0,1943.0,13.498
Kepler-653 c,Terrestrial,Transit,2016,2010–2020,0.0012568500000000001,0.069576,0.0186,0.0024640656,0.0,1943.0,13.498
Kepler-654 b,Super Earth,Transit,2016,2010–2020,0.015561000000000002,0.184644,0.1116,0.037508555,0.0,3178.0,13.762
Kepler-655 b,Neptune-like,Transit,2016,2010–2020,0.024569999999999998,0.242,0.2559,0.12703627,0.0,2455.0,13.568
Kepler-656 b,Neptune-like,Transit,2016,2010–2020,0.0312165,0.278,0.0232,0.003559206,0.0,2904.0,15.549
Kepler-657 b,Neptune-like,Transit,2016,2010–2020,0.03843,0.314,0.1654,0.067077346,0.0,5519.0,15.404
Kepler-658 b,Super Earth,Transit,2016,2010–2020,0.0103635,0.145396,0.0188,0.003559206,0.0,1267.0,16.44
Kepler-659 b,Neptune-like,Transit,2016,2010–2020,0.021419999999999998,0.223,0.1204,0.048459962,0.0,2357.0,15.758
Kepler-65 b,Super Earth,Transit,2012,2010–2020,0.00756,0.126664,0.035,0.006023272,0.03,991.0,10.922
Kepler-65 c,Neptune-like,Transit,2012,2010–2020,0.01701,0.23,0.068,0.01615332,0.02,991.0,10.922
Kepler-65 d,Super Earth,Transit,2012,2010–2020,0.013040999999999999,0.135584,0.084,0.022176592,0.01,991.0,10.922
Kepler-660 b,Neptune-like,Transit,2016,2010–2020,0.0224595,0.229,0.0759,0.025462013,0.0,1854.0,15.559
Kepler-661 b,Neptune-like,Transit,2016,2010–2020,0.030366,0.274,0.0585,0.016427105,0.0,1744.0,16.016
Kepler-662 b,Neptune-like,Transit,2016,2010–2020,0.0169785,0.19445600000000002,0.1408,0.059411366,0.0,2661.0,15.598
Kepler-663 b,Neptune-like,Transit,2016,2010–2020,0.022900499999999997,0.232,0.0559,0.0136892535,0.0,3468.0,15.881
Kepler-664 b,Neptune-like,Transit,2016,2010–2020,0.023814,0.237,0.0374,0.0068446267,0.0,3947.0,15.663
Kepler-665 b,Neptune-like,Transit,2016,2010–2020,0.022900499999999997,0.232,0.1148,0.043805614,0.0,1999.0,15.612
Kepler-666 b,Neptune-like,Transit,2016,2010–2020,0.0200025,0.214,0.0542,0.0123203285,0.0,4921.0,15.422
Kepler-667 b,Neptune-like,Transit,2016,2010–2020,0.06331500000000001,0.422,0.2288,0.113347024,0.0,7511.0,15.362
Kepler-668 b,Neptune-like,Transit,2016,2010–2020,0.0244125,0.241,0.0768,0.022997946,0.0,2559.0,15.365
Kepler-669 b,Neptune-like,Transit,2016,2010–2020,0.06552000000000001,0.431,0.0529,0.011225188,0.0,6731.0,15.742
Kepler-66 b,Neptune-like,Transit,2013,2010–2020,0.0259875,0.25,0.1352,0.04873374,0.0,3924.0,15.29
Kepler-671 b,Neptune-like,Transit,2016,2010–2020,0.024255000000000002,0.24,0.0503,0.011772759,0.0,3811.0,15.491
Kepler-672 b,Neptune-like,Transit,2016,2010–2020,0.021419999999999998,0.223,0.2163,0.105133474,0.0,3373.0,15.513
Kepler-673 b,Neptune-like,Transit,2016,2010–2020,0.10962,0.583,0.0455,0.010130048,0.0,2995.0,15.592
Kepler-674 b,Super Earth,Transit,2016,2010–2020,0.011025,0.150748,0.028,0.006023272,0.0,1116.0,15.569
Kepler-675 b,Neptune-like,Transit,2016,2010–2020,0.0205695,0.218,0.0325,0.0062970566,0.0,2171.0,15.605
Kepler-676 b,Neptune-like,Transit,2016,2010–2020,0.029862000000000003,0.271,0.0798,0.03175907,0.0,963.0,17.15
Kepler-677 b,Neptune-like,Transit,2016,2010–2020,0.07875,0.48,0.067,0.018069815,0.0,6374.0,15.504
Kepler-678 b,Neptune-like,Transit,2016,2010–2020,0.07276500000000001,0.459,0.0732,0.019986311,0.0,5957.0,15.161
Kepler-679 b,Neptune-like,Transit,2016,2010–2020,0.029358000000000002,0.269,0.0983,0.03394935,0.0,3008.0,15.771
Kepler-67 b,Neptune-like,Transit,2013,2010–2020,0.028224000000000003,0.262,0.1171,0.04298426,0.0,3690.0,16.172
Kepler-680 b,Neptune-like,Transit,2016,2010–2020,0.020286000000000002,0.216,0.0469,0.010130048,0.0,4868.0,15.321
Kepler-681 b,Neptune-like,Transit,2016,2010–2020,0.0305235,0.275,0.1635,0.07227926,0.0,2241.0,15.584
Kepler-682 b,Gas Giant,Transit,2016,2010–2020,0.134,0.658,0.1058,0.034496922,0.0,6456.0,15.556
Kepler-683 b,Super Earth,Transit,2016,2010–2020,0.014301,0.175724,0.0355,0.0068446267,0.0,3337.0,15.072
Kepler-684 b,Neptune-like,Transit,2016,2010–2020,0.03528,0.3,0.064,0.018617386,0.0,5647.0,15.695
Kepler-685 b,Gas Giant,Transit,2016,2010–2020,0.248,0.944,0.0265,0.0043805614,0.0,3062.0,15.186
Kepler-687 b,Neptune-like,Transit,2016,2010–2020,0.03843,0.314,0.1326,0.056125943,0.0,2067.0,15.695
Kepler-688 b,Gas Giant,Transit,2016,2010–2020,0.216,0.871,0.046,0.010677618,0.0,4429.0,15.805
Kepler-689 b,Neptune-like,Transit,2016,2010–2020,0.027405,0.258,0.1449,0.061327856,0.0,3692.0,15.938
Kepler-68 b,Neptune-like,Transit,2013,2010–2020,0.0240975,0.21,0.0617,0.014784395,0.0,470.0,10.077
Kepler-68 c,Super Earth,Transit,2013,2010–2020,0.006426,0.082064,0.09059,0.026283368,0.0,470.0,10.077
Kepler-68 d,Gas Giant,Radial Velocity,2013,2010–2020,0.84007,1.24,1.4,1.7,0.11,470.0,10.077
Kepler-690 b,Neptune-like,Transit,2016,2010–2020,0.09324,0.531,0.081,0.021081451,0.0,5432.0,15.701
Kepler-691 b,Super Earth,Transit,2016,2010–2020,0.015812999999999997,0.18642799999999998,0.0649,0.022176592,0.0,910.0,16.6
Kepler-692 b,Neptune-like,Transit,2016,2010–2020,0.0310275,0.277,0.1495,0.059685145,0.0,3234.0,15.676
Kepler-693 b,Gas Giant,Transit,2016,2010–2020,0.232,0.908,0.1121,0.042162903,0.0,3756.0,16.7286
Kepler-694 b,Neptune-like,Transit,2016,2010–2020,0.0259875,0.25,0.0659,0.017522246,0.0,3337.0,15.284
Kepler-695 b,Gas Giant,Transit,2016,2010–2020,0.196,0.822,0.0374,0.008213553,0.0,2750.0,15.262
Kepler-696 b,Neptune-like,Transit,2016,2010–2020,0.098595,0.548,0.0535,0.011498973,0.0,4620.0,15.308
Kepler-697 b,Neptune-like,Transit,2016,2010–2020,0.0504,0.368,0.0471,0.010130048,0.0,4167.0,15.888
Kepler-698 b,Neptune-like,Transit,2016,2010–2020,0.041264999999999996,0.328,0.1255,0.044626966,0.0,6510.0,15.716
Kepler-69 b,Neptune-like,Transit,2013,2010–2020,0.0177975,0.2,0.094,0.037508555,0.16,2383.0,13.866
Kepler-69 c,Super Earth,Transit,2013,2010–2020,0.0112455,0.152532,0.64,0.6639288,0.14,2383.0,13.866
Kepler-6 b,Gas Giant,Transit,2009,Before 2010,0.668,1.304,0.04852,0.008761123,0.0,1915.0,13.286
Kepler-700 b,Neptune-like,Transit,2016,2010–2020,0.0945,0.534,0.3577,0.22149213,0.0,4866.0,15.202
Kepler-701 b,Neptune-like,Transit,2016,2010–2020,0.0266175,0.253,0.0895,0.028473647,0.0,2525.0,15.056
Kepler-702 b,Gas Giant,Transit,2016,2010–2020,0.194,0.818,0.088,0.028747434,0.0,3236.0,15.437
Kepler-703 b,Gas Giant,Transit,2016,2010–2020,0.161,0.732,0.0535,0.012594113,0.0,3774.0,15.599
Kepler-704 b,Neptune-like,Transit,2016,2010–2020,0.023058000000000002,0.233,0.047,0.010403832,0.0,4008.0,15.454
Kepler-705 b,Neptune-like,Transit,2016,2010–2020,0.016065,0.188212,0.232,0.15359342,0.0,903.0,16.331
Kepler-707 b,Super Earth,Transit,2016,2010–2020,0.0073395000000000005,0.118636,0.0325,0.006023272,0.0,1930.0,15.022
Kepler-708 b,Neptune-like,Transit,2016,2010–2020,0.0280665,0.261,0.0426,0.008761123,0.0,4548.0,15.61
Kepler-709 b,Neptune-like,Transit,2016,2010–2020,0.0278775,0.261,0.1173,0.044079397,0.0,2169.0,15.261
Kepler-710 b,Super Earth,Transit,2016,2010–2020,0.013198500000000002,0.16769599999999998,0.0524,0.011772759,0.0,4724.0,15.071
Kepler-711 b,Neptune-like,Transit,2016,2010–2020,0.036225,0.304,0.1429,0.06461328,0.0,2037.0,15.635
Kepler-712 b,Neptune-like,Transit,2016,2010–2020,0.036225,0.304,0.1378,0.057494868,0.0,2846.0,16.161
Kepler-712 c,Neptune-like,Transit,2016,2010–2020,0.06615,0.433,0.6732,0.6212183,0.0,2846.0,16.161
Kepler-713 b,Neptune-like,Transit,2016,2010–2020,0.0211365,0.221,0.0748,0.020260096,0.0,3555.0,15.171
Kepler-714 b,Gas Giant,Transit,2016,2010–2020,0.213,0.863,0.0832,0.022176592,0.0,6796.0,15.43
Kepler-715 b,Neptune-like,Transit,2016,2010–2020,0.042525,0.335,0.0933,0.027378507,0.0,4330.0,15.204
Kepler-716 b,Neptune-like,Transit,2016,2010–2020,0.0275625,0.259,0.0873,0.028473647,0.0,2071.0,15.314
Kepler-716 c,Super Earth,Transit,2020,2010–2020,0.007938,0.12425560000000001,0.046,0.0109514035,0.0,2071.0,15.314
Kepler-717 b,Neptune-like,Transit,2016,2010–2020,0.020286000000000002,0.216,0.052,0.012046544,0.0,9151.0,15.756
Kepler-718 b,Gas Giant,Transit,2016,2010–2020,131.0,1.477,0.0322,0.0057494864,0.0,4248.0,15.399
Kepler-719 b,Gas Giant,Transit,2016,2010–2020,0.172,0.76,0.0556,0.0136892535,0.0,8147.0,16.128
Kepler-720 b,Gas Giant,Transit,2016,2010–2020,0.168,0.75,0.0539,0.012867898,0.0,3475.0,15.462
Kepler-721 b,Neptune-like,Transit,2016,2010–2020,0.023499,0.236,0.0583,0.014784395,0.0,3023.0,15.963
Kepler-722 b,Neptune-like,Transit,2016,2010–2020,0.0233415,0.235,0.0514,0.011225188,0.0,4043.0,15.489
Kepler-722 c,Neptune-like,Transit,2016,2010–2020,0.0263025,0.252,0.4471,0.28774813,0.0,4043.0,15.489
Kepler-724 b,Neptune-like,Transit,2016,2010–2020,0.03402,0.294,0.0433,0.009034907,0.0,2783.0,15.284
Kepler-725 b,Gas Giant,Transit,2016,2010–2020,0.25,0.948,0.215,0.10841889,0.0,2474.0,15.145
Kepler-726 b,Neptune-like,Transit,2016,2010–2020,0.033705,0.291,0.1406,0.059685145,0.0,2486.0,15.362
Kepler-727 b,Neptune-like,Transit,2016,2010–2020,0.021861000000000002,0.226,0.0546,0.014236824,0.0,2713.0,15.453
Kepler-728 b,Neptune-like,Transit,2016,2010–2020,0.034964999999999996,0.298,0.0625,0.015605749,0.0,5758.0,15.585
Kepler-729 b,Neptune-like,Transit,2016,2010–2020,0.039375,0.319,0.0432,0.008761123,0.0,6267.0,15.567
Kepler-730 c,Super Earth,Transit,2018,2010–2020,0.009733499999999999,0.1399548,0.03997,0.007939767,0.0,6312.0,15.782
Kepler-732 b,Neptune-like,Transit,2016,2010–2020,0.0169785,0.19445600000000002,0.0691,0.026009582,0.0,570.0,16.53
Kepler-732 c,Super Earth,Transit,2016,2010–2020,0.0067725,0.11328400000000001,0.0143,0.0024640656,0.0,570.0,16.53
Kepler-733 b,Neptune-like,Transit,2016,2010–2020,0.0263025,0.252,0.1483,0.056947295,0.0,2990.0,15.561
Kepler-734 b,Neptune-like,Transit,2016,2010–2020,0.039060000000000004,0.318,0.0583,0.01670089,0.0,3775.0,14.469
Kepler-735 b,Neptune-like,Transit,2016,2010–2020,0.0283815,0.263,0.0965,0.031485286,0.0,2267.0,15.492
Kepler-736 b,Neptune-like,Transit,2016,2010–2020,0.0280665,0.261,0.0428,0.009856262,0.0,3280.0,15.809
Kepler-737 b,Super Earth,Transit,2016,2010–2020,0.014175,0.174832,0.1422,0.07830253,0.0,669.0,15.971
Kepler-738 b,Neptune-like,Transit,2016,2010–2020,0.021419999999999998,0.223,0.1552,0.06735113,0.0,3633.0,15.793
Kepler-739 b,Neptune-like,Transit,2016,2010–2020,0.03465,0.296,0.1054,0.034223136,0.0,4471.0,15.711
Kepler-740 b,Neptune-like,Transit,2016,2010–2020,0.059535,0.408,0.0462,0.009856262,0.0,4704.0,16.022
Kepler-741 b,Neptune-like,Transit,2016,2010–2020,0.0286965,0.265,0.0744,0.019164955,0.0,5421.0,15.186
Kepler-742 b,Neptune-like,Transit,2016,2010–2020,0.033389999999999996,0.289,0.0744,0.022997946,0.0,1596.0,15.357
Kepler-743 b,Super Earth,Transit,2016,2010–2020,0.0060479999999999996,0.107932,0.0418,0.008761123,0.0,910.0,12.66
Kepler-744 b,Super Earth,Transit,2016,2010–2020,0.010268999999999999,0.14450400000000002,0.0993,0.033127997,0.0,1468.0,13.718
Kepler-745 b,Neptune-like,Transit,2016,2010–2020,0.0167265,0.192672,0.0915,0.027104722,0.0,5808.0,15.427
Kepler-746 b,Super Earth,Transit,2016,2010–2020,0.0044415,0.09901200000000002,0.0435,0.009582478,0.0,1468.0,13.785
Kepler-747 b,Neptune-like,Transit,2016,2010–2020,0.07591500000000001,0.47,0.1916,0.09746748,0.0,10918.0,15.595
Kepler-748 b,Neptune-like,Transit,2016,2010–2020,0.021735,0.225,0.0745,0.020260096,0.0,5565.0,15.37
Kepler-749 b,Neptune-like,Transit,2016,2010–2020,0.03087,0.277,0.1054,0.047364816,0.0,2352.0,16.153
Kepler-74 b,Gas Giant,Transit,2013,2010–2020,0.63,0.96,0.0781,0.019986311,0.0,3841.0,14.487
Kepler-750 b,Neptune-like,Transit,2016,2010–2020,0.030366,0.274,0.093,0.025735795,0.0,4228.0,14.634
Kepler-750 c,Super Earth,Transit,2016,2010–2020,0.010268999999999999,0.14450400000000002,0.0533,0.011225188,0.0,4228.0,14.634
Kepler-751 b,Neptune-like,Transit,2016,2010–2020,0.020853,0.219,0.1263,0.047638603,0.0,2481.0,15.211
Kepler-752 b,Neptune-like,Transit,2016,2010–2020,0.026145,0.251,0.1353,0.05147159,0.0,4020.0,15.864
Kepler-753 b,Super Earth,Transit,2016,2010–2020,0.013576499999999998,0.170372,0.054,0.015605749,0.0,896.0,14.891
Kepler-754 b,Super Earth,Transit,2016,2010–2020,0.014805,0.17929199999999998,0.116,0.039972622,0.0,5775.0,15.352
Kepler-755 b,Super Earth,Transit,2016,2010–2020,0.0118125,0.156992,0.0214,0.003559206,0.0,1302.0,14.277
Kepler-755 c,Super Earth,Transit,2016,2010–2020,0.006709499999999999,0.112392,0.0367,0.007939767,0.0,1302.0,14.277
Kepler-756 b,Super Earth,Transit,2016,2010–2020,0.004599,0.099904,0.0219,0.003285421,0.0,2779.0,15.986
Kepler-757 b,Super Earth,Transit,2016,2010–2020,0.007623,0.12131200000000002,0.019,0.0027378509,0.0,3486.0,15.066
Kepler-758 b,Neptune-like,Transit,2016,2010–2020,0.0211365,0.221,0.1019,0.033127997,0.0,4901.0,14.379
Kepler-758 c,Super Earth,Transit,2016,2010–2020,0.011025,0.150748,0.0547,0.013141684,0.0,4901.0,14.379
Kepler-758 d,Neptune-like,Transit,2016,2010–2020,0.016191,0.18910400000000002,0.1447,0.056125943,0.0,4901.0,14.379
Kepler-758 e,Super Earth,Transit,2016,2010–2020,0.009324,0.13647600000000001,0.0785,0.022450376,0.0,4901.0,14.379
Kepler-759 b,Neptune-like,Transit,2016,2010–2020,0.018175499999999997,0.203,0.2329,0.11444216,0.0,3502.0,14.579
Kepler-75 b,Gas Giant,Transit,2013,2010–2020,10.1,01.05,0.0818,0.02436687,0.57,2725.0,15.414
Kepler-760 b,Neptune-like,Transit,2016,2010–2020,0.0302085,0.273,0.0772,0.023819301,0.0,2585.0,15.181
Kepler-760 c,Super Earth,Transit,2016,2010–2020,0.0087885,0.132016,0.0333,0.0068446267,0.0,2585.0,15.181
Kepler-761 b,Super Earth,Transit,2016,2010–2020,0.015057000000000001,0.181076,0.0874,0.027652293,0.0,2710.0,14.993
Kepler-763 b,Super Earth,Transit,2016,2010–2020,0.006237,0.108824,0.0205,0.003285421,0.0,3140.0,15.965
Kepler-764 b,Super Earth,Transit,2016,2010–2020,0.0104895,0.146288,0.0724,0.019986311,0.0,3418.0,15.555
Kepler-765 b,Neptune-like,Transit,2016,2010–2020,0.020412000000000003,0.217,0.1754,0.07583847,0.0,3511.0,14.709
Kepler-766 b,Neptune-like,Transit,2016,2010–2020,0.035910000000000004,0.302,0.066,0.01670089,0.0,7495.0,15.825
Kepler-767 b,Neptune-like,Transit,2016,2010–2020,0.11245500000000001,0.592,0.5874,0.4421629,0.0,7343.0,15.678
Kepler-768 b,Super Earth,Transit,2016,2010–2020,0.012159,0.159668,0.092,0.031211497,0.0,2559.0,15.969
Kepler-769 b,Neptune-like,Transit,2016,2010–2020,0.0278775,0.261,0.0778,0.020260096,0.0,3815.0,14.984
Kepler-769 c,Super Earth,Transit,2016,2010–2020,0.012159,0.159668,0.1297,0.043805614,0.0,3815.0,14.984
Kepler-76 b,Gas Giant,Orbital Brightness Modulation,2013,2010–2020,02.01,1.36,0.0274,0.0041067763,0.0,2684.0,13.474
Kepler-770 b,Neptune-like,Transit,2016,2010–2020,0.018585,0.205,0.1694,0.051745377,0.0,3035.0,14.852
Kepler-770 c,Super Earth,Transit,2016,2010–2020,0.005890500000000001,0.10704,0.0309,0.0041067763,0.0,3035.0,14.852
Kepler-770 d,Super Earth,Transit,2016,2010–2020,0.008001,0.12487999999999999,0.0616,0.011498973,0.0,3035.0,14.852
Kepler-771 b,Super Earth,Transit,2016,2010–2020,0.012505500000000001,0.16234400000000002,0.0843,0.023819301,0.0,4547.0,14.958
Kepler-772 b,Super Earth,Transit,2016,2010–2020,0.012505500000000001,0.16234400000000002,0.1071,0.03559206,0.0,3687.0,14.145
Kepler-773 b,Super Earth,Transit,2016,2010–2020,0.0082845,0.127556,0.047,0.010130048,0.0,1784.0,13.387
Kepler-774 b,Neptune-like,Transit,2016,2010–2020,0.03213,0.283,0.1114,0.030390145,0.0,2994.0,12.886
Kepler-775 b,Super Earth,Transit,2016,2010–2020,0.0057015,0.10614799999999999,0.0187,0.0027378509,0.0,1300.0,13.564
Kepler-776 b,Super Earth,Transit,2016,2010–2020,0.006867000000000001,0.114176,0.0523,0.013415469,0.0,2374.0,15.562
Kepler-777 b,Super Earth,Transit,2016,2010–2020,0.008693999999999999,0.131124,0.0519,0.015605749,0.0,1445.0,16.131
Kepler-778 b,Super Earth,Transit,2016,2010–2020,0.010899,0.149856,0.0453,0.010403832,0.0,3060.0,15.959
Kepler-779 b,Terrestrial,Transit,2016,2010–2020,0.00227115,0.082064,0.0533,0.01943874,0.0,924.0,16.303
Kepler-77 b,Gas Giant,Transit,2013,2010–2020,0.43,0.96,0.04501,0.009856262,0.0,2086.0,14.152
Kepler-780 b,Terrestrial,Transit,2016,2010–2020,0.002016,0.079388,0.015,0.0019164955,0.0,1819.0,13.464
Kepler-781 b,Neptune-like,Transit,2016,2010–2020,0.027405,0.258,0.1019,0.03613963,0.0,3472.0,16.207
Kepler-782 b,Neptune-like,Transit,2016,2010–2020,0.032760000000000004,0.286,0.5444,0.4344969,0.0,1458.0,12.843
Kepler-783 b,Terrestrial,Transit,2016,2010–2020,0.0012568500000000001,0.069576,0.0491,0.011772759,0.0,1683.0,14.153
Kepler-783 c,Neptune-like,Transit,2020,2010–2020,0.019026,0.208,0.0684,0.01943874,0.0,1683.0,14.153
Kepler-784 b,Super Earth,Transit,2016,2010–2020,0.009828,0.140936,0.1967,0.08651608,0.0,4253.0,13.392
Kepler-786 b,Neptune-like,Transit,2016,2010–2020,0.020412000000000003,0.217,0.2548,0.14647502,0.0,1583.0,15.253
Kepler-787 b,Super Earth,Transit,2016,2010–2020,0.006867000000000001,0.114176,0.0159,0.0024640656,0.0,1643.0,16.696
Kepler-788 b,Neptune-like,Transit,2016,2010–2020,0.022176,0.227,0.0835,0.022997946,0.0,5793.0,15.45
Kepler-789 b,Neptune-like,Transit,2016,2010–2020,0.016191,0.18910400000000002,0.0951,0.023545519,0.0,4828.0,14.723
Kepler-790 b,Neptune-like,Transit,2016,2010–2020,0.0169785,0.19445600000000002,0.101,0.037508555,0.0,2294.0,15.534
Kepler-791 b,Neptune-like,Transit,2016,2010–2020,0.030019499999999998,0.272,0.1256,0.039972622,0.0,4131.0,14.473
Kepler-792 b,Super Earth,Transit,2016,2010–2020,0.014175,0.174832,0.0988,0.030937715,0.0,4650.0,15.117
Kepler-793 b,Super Earth,Transit,2016,2010–2020,0.0077175,0.12220400000000001,0.0491,0.011498973,0.0,3215.0,14.742
Kepler-794 b,Neptune-like,Transit,2016,2010–2020,0.016065,0.188212,0.1036,0.030390145,0.0,3038.0,13.599
Kepler-795 b,Super Earth,Transit,2016,2010–2020,0.010899,0.149856,0.1817,0.08104038,0.0,1605.0,13.423
Kepler-796 b,Super Earth,Transit,2016,2010–2020,0.007056000000000001,0.11596000000000001,0.0662,0.017522246,0.0,2667.0,13.175
Kepler-797 b,Neptune-like,Transit,2016,2010–2020,0.0168525,0.19356399999999999,0.181,0.07419576,0.0,4290.0,14.751
